num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
1228; ABC; 13/2/2021; 19:41:5; 737420; 600; 6845; 146280; 7233; 180; 1012.03; 20.71; 25.59; 10.15
1229; ABC; 13/2/2021; 19:51:6; 738020; 600; 6767; 146713; 7119; 172; 1012.03; 20.71; 25.59; 10.15
1230; ABC; 13/2/2021; 20:1:6; 738620; 600; 6959; 146611; 7138; 179; 1011.56; 20.70; 25.58; 14.12
1231; ABC; 13/2/2021; 20:11:6; 739220; 600; 6868; 147153; 7136; 183; 1011.47; 20.69; 25.57; 14.85
1232; ABC; 13/2/2021; 20:21:7; 739821; 600; 6727; 147785; 7087; 167; 1011.47; 20.69; 25.57; 14.85
1233; ABC; 13/2/2021; 20:31:7; 740421; 600; 6797; 147541; 7227; 166; 1011.34; 20.69; 25.57; 15.94
1234; ABC; 13/2/2021; 20:41:8; 741022; 600; 6726; 147853; 7016; 164; 1011.34; 20.69; 25.57; 15.94
1235; ABC; 13/2/2021; 20:51:8; 741622; 600; 6775; 146783; 7132; 168; 1011.14; 20.67; 25.57; 17.58
1236; ABC; 13/2/2021; 21:1:8; 742222; 600; 6763; 147313; 7082; 158; 1011.03; 20.67; 25.57; 18.53
1237; ABC; 13/2/2021; 21:11:8; 742822; 600; 6807; 147307; 7178; 154; 1011.03; 20.67; 25.57; 18.53
1238; ABC; 13/2/2021; 21:21:8; 743422; 600; 6736; 147065; 7093; 179; 1010.88; 20.66; 25.56; 19.76
1239; ABC; 13/2/2021; 21:31:8; 744022; 600; 6810; 147406; 7058; 158; 1010.88; 20.66; 25.56; 19.76
1240; ABC; 13/2/2021; 21:41:9; 744623; 600; 6784; 147812; 7130; 167; 1010.73; 20.66; 25.55; 21.04
1241; ABC; 13/2/2021; 21:51:10; 745223; 600; 6812; 148356; 7309; 210; 1010.64; 20.65; 25.56; 21.77
1242; ABC; 13/2/2021; 22:1:10; 745824; 600; 6971; 148478; 7207; 175; 1010.64; 20.65; 25.56; 21.77
1243; ABC; 13/2/2021; 22:11:10; 746424; 600; 6855; 147911; 7014; 158; 1010.58; 20.63; 25.58; 22.29
1244; ABC; 13/2/2021; 22:21:10; 747024; 600; 6936; 147447; 7073; 163; 1010.58; 20.63; 25.58; 22.29
1245; ABC; 13/2/2021; 22:31:11; 747625; 600; 6798; 149298; 7300; 156; 1010.34; 20.62; 25.59; 24.29
1246; ABC; 13/2/2021; 22:41:12; 748225; 600; 6915; 150004; 7289; 181; 1010.34; 20.62; 25.59; 24.29
1247; ABC; 13/2/2021; 22:51:11; 748825; 600; 6742; 149128; 7322; 173; 1010.52; 20.61; 25.61; 22.76
1248; ABC; 13/2/2021; 23:1:11; 749425; 600; 6904; 149586; 7118; 169; 1010.63; 20.61; 25.62; 21.85
1249; ABC; 13/2/2021; 23:11:12; 750026; 600; 6811; 148984; 7237; 168; 1010.63; 20.61; 25.62; 21.85
1250; ABC; 13/2/2021; 23:21:13; 750626; 600; 6735; 149177; 7164; 157; 1010.48; 20.62; 25.62; 23.07
1251; ABC; 13/2/2021; 23:31:12; 751226; 600; 6769; 148016; 7167; 163; 1010.48; 20.62; 25.62; 23.07
1252; ABC; 13/2/2021; 23:41:12; 751826; 600; 6856; 148250; 7204; 175; 1010.51; 20.62; 25.63; 22.83
1253; ABC; 13/2/2021; 23:51:13; 752427; 600; 7002; 148316; 7126; 176; 1010.57; 20.62; 25.64; 22.35
1254; ABC; 14/2/2021; 0:1:14; 753027; 600; 6833; 148301; 7303; 172; 1010.57; 20.62; 25.64; 22.35
1255; ABC; 14/2/2021; 0:11:15; 753628; 600; 6831; 148865; 7121; 173; 1010.56; 20.63; 25.65; 22.43
1256; ABC; 14/2/2021; 0:21:14; 754228; 600; 6909; 147954; 7370; 171; 1010.56; 20.63; 25.65; 22.43
1257; ABC; 14/2/2021; 0:31:14; 754828; 600; 6991; 148407; 7265; 164; 1010.68; 20.62; 25.67; 21.41
1258; ABC; 14/2/2021; 0:41:15; 755428; 600; 6957; 148213; 7235; 163; 1010.48; 20.62; 25.71; 23.10
1259; ABC; 14/2/2021; 0:51:16; 756029; 600; 7057; 148581; 7262; 176; 1010.48; 20.62; 25.71; 23.10
1260; ABC; 14/2/2021; 1:1:15; 756629; 600; 6803; 148322; 7195; 163; 1010.55; 20.62; 25.74; 22.50
1261; ABC; 14/2/2021; 1:11:15; 757229; 600; 6787; 148328; 7233; 162; 1010.55; 20.62; 25.74; 22.50
1262; ABC; 14/2/2021; 1:21:16; 757830; 600; 6966; 148673; 7165; 178; 1010.54; 20.62; 25.78; 22.56
1263; ABC; 14/2/2021; 1:31:17; 758430; 600; 6743; 148566; 7299; 171; 1010.43; 20.62; 25.84; 23.51
1264; ABC; 14/2/2021; 1:41:18; 759031; 600; 6999; 148738; 7047; 149; 1010.43; 20.62; 25.84; 23.51
1265; ABC; 14/2/2021; 1:51:18; 759631; 600; 6951; 148219; 7200; 166; 1010.27; 20.63; 25.87; 24.83
1266; ABC; 14/2/2021; 2:1:17; 760231; 600; 6944; 147782; 7153; 197; 1010.27; 20.63; 25.87; 24.83
1267; ABC; 14/2/2021; 2:11:18; 760832; 600; 6843; 147977; 6977; 179; 1010.06; 20.64; 25.89; 26.61
1268; ABC; 14/2/2021; 2:21:19; 761432; 600; 6993; 147440; 7046; 192; 1010.02; 20.67; 25.89; 26.93
1269; ABC; 14/2/2021; 2:31:20; 762033; 600; 6942; 146965; 7184; 172; 1010.02; 20.67; 25.89; 26.93
1270; ABC; 14/2/2021; 2:41:20; 762633; 600; 6821; 146844; 6990; 194; 1009.72; 20.68; 25.89; 29.39
1271; ABC; 14/2/2021; 2:51:19; 763233; 600; 6791; 146029; 7033; 172; 1009.72; 20.68; 25.89; 29.39
1272; ABC; 14/2/2021; 3:1:20; 763834; 600; 6671; 146158; 7201; 170; 1009.46; 20.72; 25.89; 31.59
1273; ABC; 14/2/2021; 3:11:21; 764434; 600; 6848; 145670; 7179; 173; 1009.46; 20.72; 25.89; 31.59
1274; ABC; 14/2/2021; 3:21:21; 765034; 600; 6817; 145549; 7026; 174; 1009.23; 20.75; 25.85; 33.55
1275; ABC; 14/2/2021; 3:31:21; 765634; 600; 6940; 144672; 7024; 150; 1009.09; 20.79; 25.83; 34.68
1276; ABC; 14/2/2021; 3:41:21; 766235; 600; 6837; 144328; 7309; 162; 1009.09; 20.79; 25.83; 34.68
1277; ABC; 14/2/2021; 3:51:22; 766835; 600; 6712; 144438; 7128; 175; 1008.71; 20.79; 25.78; 38.19
1278; ABC; 14/2/2021; 4:1:22; 767435; 600; 6583; 144632; 6942; 169; 1008.71; 20.79; 25.78; 38.19
1279; ABC; 14/2/2021; 4:11:22; 768035; 600; 6794; 144112; 7048; 167; 1008.56; 20.78; 25.75; 39.15
1280; ABC; 14/2/2021; 4:21:22; 768636; 600; 6871; 144543; 7113; 159; 1008.46; 20.79; 25.71; 39.94
1281; ABC; 14/2/2021; 4:31:23; 769236; 600; 6762; 143885; 7137; 146; 1008.46; 20.79; 25.71; 39.94
1282; ABC; 14/2/2021; 4:41:23; 769836; 600; 6663; 143179; 6960; 164; 1008.05; 20.81; 25.68; 43.77
1283; ABC; 14/2/2021; 4:51:23; 770436; 600; 6702; 142131; 6937; 146; 1008.05; 20.81; 25.68; 43.77
1284; ABC; 14/2/2021; 5:1:24; 771037; 600; 6694; 142931; 7094; 170; 1007.80; 20.83; 25.64; 45.49
1285; ABC; 14/2/2021; 5:11:24; 771637; 600; 6693; 142383; 7127; 176; 1007.34; 20.86; 25.58; 49.35
1286; ABC; 14/2/2021; 5:21:24; 772237; 600; 6710; 140942; 6915; 159; 1007.34; 20.86; 25.58; 49.35
1287; ABC; 14/2/2021; 5:31:24; 772837; 600; 6791; 141272; 6944; 162; 1007.21; 20.87; 25.54; 50.43
1288; ABC; 14/2/2021; 5:41:25; 773438; 600; 6765; 141890; 7010; 170; 1007.21; 20.87; 25.54; 50.43
1289; ABC; 14/2/2021; 5:51:25; 774038; 600; 6842; 140541; 7021; 147; 1006.90; 20.86; 25.54; 53.04
1290; ABC; 14/2/2021; 6:1:25; 774638; 600; 6757; 141213; 6884; 168; 1006.48; 20.86; 25.51; 56.54
1291; ABC; 14/2/2021; 6:11:25; 775238; 600; 6627; 140827; 7042; 176; 1006.48; 20.86; 25.51; 56.54
1292; ABC; 14/2/2021; 6:21:26; 775839; 600; 6729; 141375; 7007; 149; 1006.30; 20.85; 25.48; 58.05
1293; ABC; 14/2/2021; 6:31:27; 776439; 600; 6886; 141375; 6949; 190; 1006.30; 20.85; 25.48; 58.05
1294; ABC; 14/2/2021; 6:41:27; 777040; 600; 6726; 142045; 6890; 155; 1005.99; 20.83; 25.49; 60.58
1295; ABC; 14/2/2021; 6:51:27; 777640; 600; 6817; 142547; 7000; 174; 1005.99; 20.83; 25.49; 60.58
1296; ABC; 14/2/2021; 7:1:27; 778240; 600; 6695; 141583; 6995; 158; 1005.78; 20.83; 25.50; 62.39
1297; ABC; 14/2/2021; 7:11:28; 778840; 600; 6879; 141933; 7041; 157; 1005.75; 20.82; 25.48; 62.90
1298; ABC; 14/2/2021; 7:21:28; 779441; 600; 6780; 141696; 7107; 173; 1005.75; 20.82; 25.48; 62.90
1299; ABC; 14/2/2021; 7:31:28; 780041; 600; 6719; 141552; 6972; 154; 1005.80; 20.81; 25.45; 62.20
1300; ABC; 14/2/2021; 7:41:28; 780641; 600; 6708; 142200; 6885; 164; 1005.80; 20.81; 25.45; 62.20
1301; ABC; 14/2/2021; 7:51:29; 781241; 600; 6862; 141489; 6955; 166; 1005.62; 20.79; 25.43; 63.71
1302; ABC; 14/2/2021; 8:1:30; 781842; 600; 6705; 141902; 7017; 154; 1005.37; 20.80; 25.38; 65.80
1303; ABC; 14/2/2021; 8:11:29; 782442; 600; 6921; 141743; 7006; 206; 1005.37; 20.80; 25.38; 65.80
1304; ABC; 14/2/2021; 8:21:29; 783042; 600; 6683; 142145; 6966; 178; 1005.31; 20.80; 25.35; 66.30
1305; ABC; 14/2/2021; 8:31:30; 783643; 600; 6800; 142165; 7021; 171; 1005.31; 20.80; 25.35; 66.30
1306; ABC; 14/2/2021; 8:41:31; 784243; 600; 6702; 142965; 7061; 159; 1005.17; 20.80; 25.32; 67.48
1307; ABC; 14/2/2021; 8:51:30; 784843; 600; 6827; 141613; 6995; 163; 1005.06; 20.80; 25.31; 68.44
1308; ABC; 14/2/2021; 9:1:30; 785443; 600; 6935; 142294; 6929; 177; 1005.06; 20.80; 25.31; 68.44
1309; ABC; 14/2/2021; 9:11:31; 786044; 600; 6874; 142122; 7161; 187; 1005.01; 20.79; 25.30; 68.86
1310; ABC; 14/2/2021; 9:21:32; 786644; 600; 6763; 143382; 7036; 163; 1005.01; 20.79; 25.30; 68.86
1311; ABC; 14/2/2021; 9:31:32; 787244; 600; 6759; 143557; 7013; 164; 1004.95; 20.77; 25.30; 69.33
1312; ABC; 14/2/2021; 9:41:31; 787844; 600; 6907; 142979; 6953; 170; 1005.06; 20.76; 25.33; 68.41
1313; ABC; 14/2/2021; 9:51:32; 788445; 600; 6734; 144026; 7132; 160; 1005.06; 20.76; 25.33; 68.41
1314; ABC; 14/2/2021; 10:1:33; 789045; 600; 6878; 143546; 6991; 163; 1005.04; 20.77; 25.33; 68.61
1315; ABC; 14/2/2021; 10:11:33; 789645; 600; 6735; 143833; 7106; 179; 1005.04; 20.77; 25.33; 68.61
1316; ABC; 14/2/2021; 10:21:32; 790245; 600; 6789; 143110; 7104; 196; 1004.94; 20.79; 25.34; 69.45
1317; ABC; 14/2/2021; 10:31:33; 790846; 600; 6865; 144135; 7051; 155; 1004.85; 20.80; 25.42; 70.21
1318; ABC; 14/2/2021; 10:41:34; 791446; 600; 6881; 142736; 7059; 171; 1004.85; 20.80; 25.42; 70.21
1319; ABC; 14/2/2021; 10:51:34; 792046; 600; 6813; 142117; 6961; 197; 1004.74; 20.82; 25.53; 71.05
1320; ABC; 14/2/2021; 11:1:33; 792646; 600; 6783; 142444; 7003; 152; 1004.74; 20.82; 25.53; 71.05
1321; ABC; 14/2/2021; 11:11:34; 793247; 600; 6702; 143057; 7125; 201; 1004.62; 20.83; 25.62; 72.06
1322; ABC; 14/2/2021; 11:21:35; 793847; 600; 6830; 142745; 7007; 168; 1004.62; 20.83; 25.62; 72.06
1323; ABC; 14/2/2021; 11:31:35; 794447; 600; 6761; 142574; 7018; 158; 1004.60; 20.83; 25.76; 72.27
1324; ABC; 14/2/2021; 11:41:34; 795047; 600; 6707; 141856; 6878; 162; 1004.50; 20.83; 25.87; 73.12
1325; ABC; 14/2/2021; 11:51:35; 795648; 600; 6678; 142211; 7083; 158; 1004.50; 20.83; 25.87; 73.12
1326; ABC; 14/2/2021; 12:1:36; 796248; 600; 6793; 142857; 7139; 160; 1004.35; 20.83; 26.01; 74.33
1327; ABC; 14/2/2021; 12:11:36; 796848; 600; 6712; 142063; 7051; 189; 1004.35; 20.83; 26.01; 74.33
1328; ABC; 14/2/2021; 12:21:36; 797448; 600; 6767; 142199; 6943; 171; 1004.24; 20.83; 26.10; 75.28
1329; ABC; 14/2/2021; 12:31:36; 798049; 600; 6752; 143089; 7071; 158; 1004.05; 20.84; 26.21; 76.89
1330; ABC; 14/2/2021; 12:41:37; 798649; 600; 6775; 143561; 7035; 150; 1004.05; 20.84; 26.21; 76.89
1331; ABC; 14/2/2021; 12:51:37; 799249; 600; 6543; 143208; 6902; 146; 1003.79; 20.84; 26.34; 79.07
1332; ABC; 14/2/2021; 13:1:37; 799849; 600; 6822; 142565; 7034; 175; 1003.79; 20.84; 26.34; 79.07
1333; ABC; 14/2/2021; 13:11:37; 800450; 600; 6866; 143110; 7089; 154; 1003.65; 20.83; 26.48; 80.22
1334; ABC; 14/2/2021; 13:21:38; 801050; 600; 6857; 143317; 6938; 170; 1003.57; 20.84; 26.61; 80.92
1335; ABC; 14/2/2021; 13:31:38; 801650; 600; 6755; 141891; 6968; 161; 1003.57; 20.84; 26.61; 80.92
1336; ABC; 14/2/2021; 13:41:38; 802250; 600; 6665; 142215; 7067; 159; 1003.55; 20.84; 26.74; 81.09
1337; ABC; 14/2/2021; 13:51:39; 802851; 600; 6629; 142974; 7018; 171; 1003.55; 20.84; 26.74; 81.09
1338; ABC; 14/2/2021; 14:1:39; 803451; 600; 6703; 142600; 6954; 173; 1003.45; 20.84; 26.91; 81.94
1339; ABC; 14/2/2021; 14:11:39; 804051; 600; 6866; 142393; 7035; 164; 1003.42; 20.85; 27.04; 82.19
1340; ABC; 14/2/2021; 14:21:39; 804651; 600; 6754; 141574; 7124; 185; 1003.42; 20.85; 27.04; 82.19
1341; ABC; 14/2/2021; 14:31:39; 805251; 600; 6781; 142307; 6983; 171; 1003.29; 20.86; 27.22; 83.24
1342; ABC; 14/2/2021; 14:41:40; 805851; 600; 6842; 142362; 6970; 155; 1003.29; 20.86; 27.22; 83.24
1343; ABC; 14/2/2021; 14:51:40; 806452; 600; 6809; 142623; 6944; 189; 1003.19; 20.86; 27.37; 84.13
1344; ABC; 14/2/2021; 15:1:40; 807052; 600; 6784; 142711; 7061; 173; 1003.19; 20.86; 27.37; 84.13
1345; ABC; 14/2/2021; 15:11:40; 807652; 600; 6553; 142554; 7019; 155; 1003.15; 20.85; 27.51; 84.45
1346; ABC; 14/2/2021; 15:21:41; 808252; 600; 6838; 141806; 7172; 170; 1003.01; 20.85; 27.67; 85.59
1347; ABC; 14/2/2021; 15:31:41; 808853; 600; 6714; 142457; 7034; 173; 1003.01; 20.85; 27.67; 85.59
1348; ABC; 14/2/2021; 15:41:41; 809453; 600; 6684; 141816; 7069; 153; 1002.93; 20.87; 27.79; 86.27
1349; ABC; 14/2/2021; 15:51:41; 810053; 600; 6763; 142305; 6869; 166; 1002.93; 20.87; 27.79; 86.27
1350; ABC; 14/2/2021; 16:1:42; 810653; 600; 6681; 142058; 7141; 150; 1002.99; 20.91; 27.86; 85.79
1351; ABC; 14/2/2021; 16:11:43; 811254; 600; 6818; 141720; 7059; 185; 1003.01; 20.93; 27.88; 85.61
1352; ABC; 14/2/2021; 16:21:42; 811854; 600; 6754; 140971; 7082; 163; 1003.01; 20.93; 27.88; 85.61
1353; ABC; 14/2/2021; 16:31:42; 812454; 600; 6789; 141050; 7073; 154; 1002.83; 20.94; 27.94; 87.14
1354; ABC; 14/2/2021; 16:41:43; 813054; 600; 6612; 140825; 6878; 160; 1002.83; 20.94; 27.94; 87.14
1355; ABC; 14/2/2021; 16:51:44; 813655; 600; 6741; 140451; 6993; 159; 1002.88; 20.94; 27.99; 86.73
1356; ABC; 14/2/2021; 17:1:43; 814255; 600; 6825; 140137; 6889; 171; 1002.92; 20.95; 28.04; 86.40
1357; ABC; 14/2/2021; 17:11:43; 814855; 600; 6700; 140049; 7078; 181; 1002.92; 20.95; 28.04; 86.40
1358; ABC; 14/2/2021; 17:21:44; 815455; 600; 6781; 140550; 6964; 185; 1002.69; 20.95; 28.11; 88.26
1359; ABC; 14/2/2021; 17:31:45; 816056; 600; 6733; 140431; 7082; 157; 1002.69; 20.95; 28.11; 88.26
1360; ABC; 14/2/2021; 17:41:44; 816656; 600; 6715; 140996; 6839; 158; 1002.64; 20.95; 28.14; 88.68
1361; ABC; 14/2/2021; 17:51:44; 817256; 600; 6744; 140873; 6965; 157; 1002.43; 20.94; 28.21; 90.49
1362; ABC; 14/2/2021; 18:1:45; 817856; 600; 6841; 140773; 6949; 198; 1002.43; 20.94; 28.21; 90.49
1363; ABC; 14/2/2021; 18:11:46; 818457; 600; 6787; 142128; 6955; 170; 1002.28; 20.94; 28.26; 91.75
1364; ABC; 14/2/2021; 18:21:45; 819057; 600; 6549; 139842; 7102; 164; 1002.28; 20.94; 28.26; 91.75
1365; ABC; 14/2/2021; 18:31:45; 819657; 600; 6704; 140420; 6971; 152; 1002.19; 20.93; 28.28; 92.53
1366; ABC; 14/2/2021; 18:41:46; 820257; 600; 6754; 140889; 6965; 165; 1002.04; 20.93; 28.29; 93.72
1367; ABC; 14/2/2021; 18:51:47; 820858; 600; 6846; 140837; 7234; 197; 1002.04; 20.93; 28.29; 93.72
1368; ABC; 14/2/2021; 19:1:47; 821458; 600; 6822; 141769; 6966; 178; 1002.00; 20.93; 28.32; 94.05
1369; ABC; 14/2/2021; 19:11:46; 822058; 600; 6741; 141154; 6906; 162; 1002.00; 20.93; 28.32; 94.05
1370; ABC; 14/2/2021; 19:21:47; 822658; 600; 6888; 140904; 7079; 185; 1001.89; 20.92; 28.33; 94.99
1371; ABC; 14/2/2021; 19:31:48; 823259; 600; 6690; 141121; 7101; 152; 1001.89; 20.92; 28.33; 94.99
1372; ABC; 14/2/2021; 19:41:48; 823859; 600; 6671; 141198; 7121; 163; 1001.69; 20.91; 28.34; 96.73
1373; ABC; 14/2/2021; 19:51:47; 824459; 600; 6749; 141338; 7182; 189; 1001.60; 20.91; 28.38; 97.44
1374; ABC; 14/2/2021; 20:1:48; 825059; 600; 6691; 141715; 7015; 169; 1001.60; 20.91; 28.38; 97.44
1375; ABC; 14/2/2021; 20:11:49; 825660; 600; 6917; 141935; 7097; 180; 1001.30; 20.90; 28.46; 99.96
1376; ABC; 14/2/2021; 20:21:49; 826260; 600; 6816; 141685; 7197; 171; 1001.30; 20.90; 28.46; 99.96
1377; ABC; 14/2/2021; 20:31:48; 826860; 600; 6802; 141230; 7072; 166; 1001.22; 20.88; 28.60; 100.61
1378; ABC; 14/2/2021; 20:41:49; 827460; 600; 6639; 141845; 6968; 162; 1001.40; 20.87; 28.77; 99.14
1379; ABC; 14/2/2021; 20:51:50; 828061; 600; 6815; 142187; 7150; 167; 1001.40; 20.87; 28.77; 99.14
1380; ABC; 14/2/2021; 21:1:50; 828661; 600; 6768; 143376; 7074; 162; 1001.34; 20.87; 28.99; 99.66
1381; ABC; 14/2/2021; 21:11:50; 829261; 600; 6663; 142470; 6932; 159; 1001.34; 20.87; 28.99; 99.66
1382; ABC; 14/2/2021; 21:21:50; 829861; 600; 6666; 142889; 7020; 196; 1001.20; 20.88; 29.21; 100.79
1383; ABC; 14/2/2021; 21:31:51; 830462; 600; 6651; 142603; 7032; 170; 1001.20; 20.88; 29.53; 100.79
1384; ABC; 14/2/2021; 21:41:51; 831062; 600; 6614; 142787; 7013; 163; 1001.20; 20.88; 29.53; 100.79
1385; ABC; 14/2/2021; 21:51:51; 831662; 600; 6882; 142572; 7025; 184; 1000.62; 20.89; 29.73; 105.66
1386; ABC; 14/2/2021; 22:1:51; 832262; 600; 6722; 142399; 7011; 166; 1000.62; 20.89; 29.73; 105.66
1387; ABC; 14/2/2021; 22:11:52; 832863; 600; 6774; 142456; 7031; 185; 1000.71; 20.89; 29.97; 104.91
1388; ABC; 14/2/2021; 22:21:52; 833463; 600; 6779; 142133; 6945; 173; 1000.45; 20.89; 30.20; 107.08
1389; ABC; 14/2/2021; 22:31:52; 834063; 600; 6827; 141895; 6905; 174; 1000.45; 20.89; 30.20; 107.08
1390; ABC; 14/2/2021; 22:41:53; 834663; 600; 6744; 142219; 7100; 191; 1000.52; 20.89; 30.40; 106.50
1391; ABC; 14/2/2021; 22:51:53; 835264; 600; 6655; 142317; 7043; 157; 1000.52; 20.89; 30.40; 106.50
1392; ABC; 14/2/2021; 23:1:53; 835864; 600; 6797; 141499; 6993; 183; 1000.33; 20.88; 30.60; 108.10
1393; ABC; 14/2/2021; 23:11:53; 836464; 600; 6819; 142108; 7080; 161; 1000.33; 20.88; 30.60; 108.10
1394; ABC; 14/2/2021; 23:21:54; 837064; 600; 6767; 142474; 7108; 154; 1000.27; 20.88; 30.84; 108.61
1395; ABC; 14/2/2021; 23:31:54; 837665; 600; 6846; 142445; 7116; 157; 1000.37; 20.87; 31.10; 107.83
1396; ABC; 14/2/2021; 23:41:54; 838265; 600; 6762; 141793; 7082; 155; 1000.37; 20.87; 31.10; 107.83
1397; ABC; 14/2/2021; 23:51:54; 838865; 600; 6679; 141564; 7128; 181; 1000.37; 20.86; 31.32; 107.79
1398; ABC; 15/2/2021; 0:1:55; 839465; 600; 6908; 142930; 7007; 151; 1000.37; 20.86; 31.32; 107.79
1399; ABC; 15/2/2021; 0:11:55; 840066; 600; 6814; 142808; 7140; 172; 1000.28; 20.86; 31.46; 108.59
1400; ABC; 15/2/2021; 0:21:55; 840666; 600; 6736; 141969; 7103; 172; 1000.35; 20.85; 31.67; 107.94
1401; ABC; 15/2/2021; 0:31:55; 841266; 600; 6792; 141791; 7092; 178; 1000.35; 20.85; 31.67; 107.94
1402; ABC; 15/2/2021; 0:41:56; 841866; 600; 6854; 142332; 7209; 192; 1000.78; 20.87; 31.82; 104.35
1403; ABC; 15/2/2021; 0:51:57; 842467; 600; 6771; 142485; 7200; 188; 1000.78; 20.87; 31.82; 104.35
1404; ABC; 15/2/2021; 1:1:56; 843067; 600; 6740; 140557; 7081; 173; 1000.99; 20.88; 32.07; 102.57
1405; ABC; 15/2/2021; 1:11:56; 843667; 600; 6624; 140435; 6982; 174; 1000.99; 20.89; 32.16; 102.54
1406; ABC; 15/2/2021; 1:21:57; 844267; 600; 6718; 140312; 6877; 184; 1000.99; 20.89; 32.16; 102.54
1407; ABC; 15/2/2021; 1:31:58; 844868; 600; 6780; 139961; 6827; 166; 1001.05; 20.94; 32.07; 102.10
1408; ABC; 15/2/2021; 1:41:57; 845468; 600; 6744; 138516; 6946; 177; 1001.05; 20.94; 32.07; 102.10
1409; ABC; 15/2/2021; 1:51:57; 846068; 600; 6795; 137852; 6813; 176; 1001.40; 20.98; 31.97; 99.13
1410; ABC; 15/2/2021; 2:1:58; 846668; 600; 6704; 138360; 6841; 137; 1001.62; 21.02; 31.82; 97.25
1411; ABC; 15/2/2021; 2:11:59; 847269; 600; 6653; 137652; 6906; 166; 1001.62; 21.02; 31.82; 97.25
1412; ABC; 15/2/2021; 2:21:58; 847869; 600; 6558; 137882; 6797; 151; 1001.89; 21.04; 31.68; 95.02
1413; ABC; 15/2/2021; 2:31:58; 848469; 600; 6554; 137198; 6850; 188; 1001.89; 21.04; 31.68; 95.02
1414; ABC; 15/2/2021; 2:41:59; 849069; 600; 6816; 136549; 6950; 175; 1002.00; 21.07; 31.54; 94.10
1415; ABC; 15/2/2021; 2:52:0; 849670; 600; 6708; 136713; 7015; 147; 1002.00; 21.07; 31.54; 94.10
1416; ABC; 15/2/2021; 3:1:59; 850270; 600; 6630; 135908; 7004; 179; 1002.12; 21.15; 31.34; 93.10
1417; ABC; 15/2/2021; 3:11:59; 850870; 600; 6607; 135256; 6811; 170; 1002.23; 21.23; 31.05; 92.12
1418; ABC; 15/2/2021; 3:22:0; 851470; 600; 6470; 134119; 6907; 175; 1002.23; 21.23; 31.05; 92.12
1419; ABC; 15/2/2021; 3:32:1; 852071; 600; 6450; 134180; 6726; 164; 1002.37; 21.30; 30.79; 90.97
1420; ABC; 15/2/2021; 3:42:1; 852671; 600; 6421; 132703; 6745; 161; 1002.37; 21.30; 30.79; 90.97
1421; ABC; 15/2/2021; 3:52:0; 853271; 600; 6340; 131306; 6871; 167; 1002.35; 21.37; 30.50; 91.11
1422; ABC; 15/2/2021; 4:2:1; 853871; 600; 6398; 130446; 6845; 163; 1002.22; 21.46; 30.22; 92.21
1423; ABC; 15/2/2021; 4:12:1; 854471; 600; 6374; 129278; 6667; 173; 1002.22; 21.46; 30.22; 92.21
1424; ABC; 15/2/2021; 4:22:0; 855071; 600; 6381; 129081; 6674; 160; 1002.35; 21.52; 29.92; 91.13
1425; ABC; 15/2/2021; 4:32:1; 855671; 600; 6242; 129283; 6904; 185; 1002.35; 21.52; 29.92; 91.13
1426; ABC; 15/2/2021; 4:42:2; 856272; 600; 6426; 127811; 6693; 173; 1002.30; 21.56; 29.63; 91.58
1427; ABC; 15/2/2021; 4:52:2; 856872; 600; 6390; 127318; 6680; 182; 1002.20; 21.59; 29.29; 92.44
1428; ABC; 15/2/2021; 5:2:1; 857472; 600; 6341; 127094; 6693; 188; 1002.20; 21.59; 29.29; 92.44
1429; ABC; 15/2/2021; 5:12:2; 858072; 600; 6366; 126978; 6702; 184; 1002.06; 21.63; 28.95; 93.62
1430; ABC; 15/2/2021; 5:22:2; 858672; 600; 6319; 126237; 6578; 142; 1002.06; 21.63; 28.95; 93.62
1431; ABC; 15/2/2021; 5:32:1; 859272; 600; 6337; 126609; 6577; 180; 1002.05; 21.67; 28.74; 93.64
1432; ABC; 15/2/2021; 5:42:2; 859872; 600; 6419; 126282; 6626; 180; 1001.84; 21.70; 28.51; 95.42
1433; ABC; 15/2/2021; 5:52:3; 860473; 600; 6205; 125509; 6653; 164; 1001.84; 21.70; 28.51; 95.42
1434; ABC; 15/2/2021; 6:2:3; 861073; 600; 6464; 125321; 6536; 161; 1001.86; 21.72; 28.19; 95.27
1435; ABC; 15/2/2021; 6:12:2; 861673; 600; 6274; 125077; 6649; 154; 1001.86; 21.72; 28.19; 95.27
1436; ABC; 15/2/2021; 6:22:3; 862273; 600; 6301; 125326; 6673; 169; 1001.85; 21.75; 27.88; 95.37
1437; ABC; 15/2/2021; 6:32:3; 862873; 600; 6251; 124522; 6767; 181; 1001.89; 21.78; 27.60; 94.98
1438; ABC; 15/2/2021; 6:42:3; 863473; 600; 6237; 124237; 6584; 155; 1001.89; 21.78; 27.60; 94.98
1439; ABC; 15/2/2021; 6:52:3; 864073; 600; 6170; 123165; 6589; 171; 1002.02; 21.82; 27.29; 93.93
1440; ABC; 15/2/2021; 7:2:3; 864673; 600; 6308; 123026; 6632; 172; 1002.02; 21.82; 27.29; 93.93
1441; ABC; 15/2/2021; 7:12:3; 865273; 600; 6191; 123284; 6569; 159; 1002.31; 21.87; 26.95; 91.46
