num ; coinc ; date ; time ; sec ; RecTime ; A ; B ; C ; COINC ; Pressure ; Temp ; Humidity ; Altitude 
797; ABC; 10/2/2021; 19:49:26; 478729; 600; 5791; 102149; 6045; 143; 1017.38; 23.36; 27.35; -34.34
798; ABC; 10/2/2021; 19:59:27; 479329; 600; 5620; 102546; 5876; 134; 1017.38; 23.36; 27.35; -34.34
799; ABC; 10/2/2021; 20:9:27; 479930; 600; 5764; 102599; 6110; 181; 1017.52; 23.33; 27.35; -35.49
800; ABC; 10/2/2021; 20:19:27; 480530; 600; 5610; 102693; 6154; 172; 1017.77; 23.31; 27.35; -37.57
801; ABC; 10/2/2021; 20:29:27; 481130; 600; 5649; 102564; 6157; 138; 1017.77; 23.31; 27.35; -37.57
802; ABC; 10/2/2021; 20:39:28; 481730; 600; 5681; 102614; 6075; 153; 1017.88; 23.29; 27.37; -38.51
803; ABC; 10/2/2021; 20:49:27; 482330; 600; 5673; 103034; 6081; 148; 1017.88; 23.29; 27.37; -38.51
804; ABC; 10/2/2021; 20:59:27; 482930; 600; 5641; 103500; 6045; 147; 1017.83; 23.26; 27.37; -38.03
805; ABC; 10/2/2021; 21:9:27; 483530; 600; 5597; 103321; 6240; 169; 1017.89; 23.24; 27.37; -38.54
806; ABC; 10/2/2021; 21:19:28; 484130; 600; 5765; 103494; 5999; 147; 1017.89; 23.24; 27.37; -38.54
807; ABC; 10/2/2021; 21:29:28; 484731; 600; 5766; 104076; 6090; 171; 1017.86; 23.22; 27.38; -38.29
808; ABC; 10/2/2021; 21:39:28; 485331; 600; 5684; 103710; 6068; 188; 1017.86; 23.22; 27.38; -38.29
809; ABC; 10/2/2021; 21:49:29; 485931; 600; 5649; 104012; 6173; 165; 1017.75; 23.19; 27.39; -37.41
810; ABC; 10/2/2021; 21:59:29; 486531; 600; 5798; 104732; 6057; 162; 1017.75; 23.19; 27.39; -37.41
811; ABC; 10/2/2021; 22:9:29; 487132; 600; 5693; 105433; 6257; 183; 1018.00; 23.16; 27.40; -39.51
812; ABC; 10/2/2021; 22:19:30; 487732; 600; 5780; 104937; 6054; 172; 1018.10; 23.12; 27.42; -40.27
813; ABC; 10/2/2021; 22:29:30; 488332; 600; 5689; 105767; 6034; 141; 1018.10; 23.12; 27.42; -40.27
814; ABC; 10/2/2021; 22:39:30; 488932; 600; 5728; 105955; 6232; 167; 1018.06; 23.08; 27.45; -39.96
815; ABC; 10/2/2021; 22:49:30; 489533; 600; 5721; 106356; 6226; 186; 1018.06; 23.08; 27.45; -39.96
816; ABC; 10/2/2021; 22:59:31; 490133; 600; 5686; 106825; 6211; 142; 1018.15; 23.04; 27.50; -40.69
817; ABC; 10/2/2021; 23:9:31; 490733; 600; 5740; 107134; 6092; 131; 1018.31; 23.01; 27.52; -42.04
818; ABC; 10/2/2021; 23:19:31; 491334; 600; 5857; 107874; 6249; 170; 1018.31; 23.01; 27.52; -42.04
819; ABC; 10/2/2021; 23:29:32; 491934; 600; 5753; 107782; 6297; 178; 1018.46; 22.97; 27.54; -43.30
820; ABC; 10/2/2021; 23:39:32; 492534; 600; 5757; 108417; 6281; 161; 1018.46; 22.97; 27.54; -43.30
821; ABC; 10/2/2021; 23:49:32; 493134; 600; 5780; 108195; 6214; 165; 1018.69; 22.95; 27.57; -45.19
822; ABC; 10/2/2021; 23:59:31; 493734; 600; 5681; 108663; 6090; 155; 1018.76; 22.94; 27.56; -45.75
823; ABC; 11/2/2021; 0:9:32; 494334; 600; 5906; 109623; 6321; 179; 1018.76; 22.94; 27.56; -45.75
824; ABC; 11/2/2021; 0:19:32; 494934; 600; 5794; 109877; 6251; 167; 1018.84; 22.92; 27.57; -46.45
825; ABC; 11/2/2021; 0:29:32; 495534; 600; 5721; 109743; 6133; 167; 1018.84; 22.92; 27.57; -46.45
826; ABC; 11/2/2021; 0:39:31; 496134; 600; 5731; 109804; 6227; 145; 1019.21; 22.90; 27.57; -49.48
827; ABC; 11/2/2021; 0:49:32; 496734; 600; 5911; 109547; 6218; 163; 1019.42; 22.88; 27.58; -51.24
828; ABC; 11/2/2021; 0:59:32; 497334; 600; 5790; 109648; 6038; 155; 1019.42; 22.88; 27.58; -51.24
829; ABC; 11/2/2021; 1:9:32; 497934; 600; 5906; 110124; 6213; 172; 1019.48; 22.86; 27.59; -51.75
830; ABC; 11/2/2021; 1:19:32; 498534; 600; 5744; 109706; 6247; 153; 1019.48; 22.86; 27.59; -51.75
831; ABC; 11/2/2021; 1:29:32; 499134; 600; 5997; 110524; 6202; 168; 1019.48; 22.84; 27.61; -51.75
832; ABC; 11/2/2021; 1:39:32; 499734; 600; 5887; 110727; 6280; 166; 1019.61; 22.83; 27.63; -52.83
833; ABC; 11/2/2021; 1:49:33; 500335; 600; 5862; 110626; 6186; 153; 1019.61; 22.83; 27.63; -52.83
834; ABC; 11/2/2021; 1:59:33; 500935; 600; 6044; 111380; 6295; 168; 1019.75; 22.83; 27.64; -53.96
835; ABC; 11/2/2021; 2:9:33; 501535; 600; 5902; 110934; 6306; 168; 1019.75; 22.83; 27.64; -53.96
836; ABC; 11/2/2021; 2:19:34; 502136; 600; 5839; 110338; 6239; 141; 1019.83; 22.84; 27.62; -54.61
837; ABC; 11/2/2021; 2:29:34; 502736; 600; 5884; 110789; 6281; 167; 1019.83; 22.84; 27.62; -54.61
838; ABC; 11/2/2021; 2:39:34; 503336; 600; 5841; 110272; 6246; 167; 1020.04; 22.84; 27.60; -56.39
839; ABC; 11/2/2021; 2:49:34; 503936; 600; 5778; 110486; 6330; 140; 1020.05; 22.83; 27.58; -56.48
840; ABC; 11/2/2021; 2:59:34; 504536; 600; 5774; 108959; 6204; 155; 1020.05; 22.83; 27.58; -56.48
841; ABC; 11/2/2021; 3:9:34; 505136; 600; 5853; 109724; 6197; 161; 1019.98; 22.82; 27.59; -55.84
842; ABC; 11/2/2021; 3:19:34; 505736; 600; 5799; 110094; 6079; 171; 1019.98; 22.82; 27.59; -55.84
843; ABC; 11/2/2021; 3:29:35; 506336; 600; 5791; 109727; 6256; 155; 1019.69; 22.80; 27.58; -53.49
844; ABC; 11/2/2021; 3:39:35; 506937; 600; 5947; 110062; 6223; 170; 1019.53; 22.80; 27.58; -52.14
845; ABC; 11/2/2021; 3:49:35; 507537; 600; 5768; 110327; 6365; 163; 1019.53; 22.80; 27.58; -52.14
846; ABC; 11/2/2021; 3:59:35; 508137; 600; 5792; 109987; 6144; 185; 1019.42; 22.78; 27.57; -51.23
847; ABC; 11/2/2021; 4:9:36; 508737; 600; 5823; 110060; 6137; 138; 1019.42; 22.78; 27.57; -51.23
848; ABC; 11/2/2021; 4:19:36; 509338; 600; 5861; 110157; 6226; 154; 1019.08; 22.77; 27.57; -48.43
849; ABC; 11/2/2021; 4:29:36; 509938; 600; 5935; 110554; 6353; 151; 1018.65; 22.76; 27.55; -44.87
850; ABC; 11/2/2021; 4:39:37; 510538; 600; 5922; 110299; 6264; 157; 1018.65; 22.76; 27.55; -44.87
851; ABC; 11/2/2021; 4:49:37; 511139; 600; 5739; 110350; 6264; 153; 1018.48; 22.74; 27.55; -43.48
852; ABC; 11/2/2021; 4:59:37; 511739; 600; 5762; 110594; 6220; 146; 1018.48; 22.74; 27.55; -43.48
853; ABC; 11/2/2021; 5:9:37; 512339; 600; 5826; 110470; 6210; 166; 1018.16; 22.74; 27.52; -40.81
854; ABC; 11/2/2021; 5:19:38; 512939; 600; 5805; 110714; 6257; 163; 1017.94; 22.76; 27.44; -39.01
855; ABC; 11/2/2021; 5:29:37; 513539; 600; 5864; 110140; 6195; 150; 1017.94; 22.76; 27.44; -39.01
856; ABC; 11/2/2021; 5:39:37; 514139; 600; 5748; 110337; 6331; 155; 1017.59; 22.76; 27.36; -36.11
857; ABC; 11/2/2021; 5:49:38; 514739; 600; 5797; 110142; 6221; 152; 1017.59; 22.76; 27.36; -36.11
858; ABC; 11/2/2021; 5:59:38; 515339; 600; 5748; 110206; 6082; 151; 1017.29; 22.76; 27.33; -33.61
859; ABC; 11/2/2021; 6:9:37; 515939; 600; 5829; 109970; 6192; 137; 1016.76; 22.75; 27.27; -29.18
860; ABC; 11/2/2021; 6:19:37; 516539; 600; 5694; 110012; 6236; 164; 1016.76; 22.75; 27.27; -29.18
861; ABC; 11/2/2021; 6:29:38; 517139; 600; 5862; 110485; 6206; 167; 1016.37; 22.73; 27.18; -25.97
862; ABC; 11/2/2021; 6:39:38; 517739; 600; 5743; 110679; 6114; 152; 1016.37; 22.73; 27.18; -25.97
863; ABC; 11/2/2021; 6:49:37; 518339; 600; 5898; 110181; 6139; 158; 1016.09; 22.71; 27.08; -23.58
864; ABC; 11/2/2021; 6:59:37; 518939; 600; 5920; 110703; 6083; 141; 1016.09; 22.71; 27.08; -23.58
865; ABC; 11/2/2021; 7:9:38; 519539; 600; 5694; 111382; 6242; 160; 1015.95; 22.68; 26.98; -22.44
866; ABC; 11/2/2021; 7:19:38; 520139; 600; 5896; 111210; 6192; 151; 1016.03; 22.66; 26.87; -23.13
867; ABC; 11/2/2021; 7:29:38; 520740; 600; 5906; 111169; 6343; 143; 1016.03; 22.66; 26.87; -23.13
868; ABC; 11/2/2021; 7:39:39; 521340; 600; 6071; 111154; 6180; 168; 1015.98; 22.65; 26.77; -22.69
869; ABC; 11/2/2021; 7:49:39; 521940; 600; 5986; 111757; 6171; 154; 1015.98; 22.65; 26.77; -22.69
870; ABC; 11/2/2021; 7:59:39; 522540; 600; 5890; 112282; 6245; 154; 1016.02; 22.63; 26.73; -23.07
871; ABC; 11/2/2021; 8:9:39; 523141; 600; 5939; 112300; 6290; 182; 1016.03; 22.62; 26.67; -23.13
872; ABC; 11/2/2021; 8:19:40; 523741; 600; 5851; 112330; 6171; 160; 1016.03; 22.62; 26.67; -23.13
873; ABC; 11/2/2021; 8:29:40; 524341; 600; 5932; 112307; 6248; 135; 1015.94; 22.59; 26.57; -22.35
874; ABC; 11/2/2021; 8:39:40; 524942; 600; 5859; 112099; 6388; 146; 1015.94; 22.59; 26.57; -22.35
875; ABC; 11/2/2021; 8:49:41; 525542; 600; 5955; 112253; 6336; 157; 1015.89; 22.56; 26.47; -21.94
876; ABC; 11/2/2021; 8:59:41; 526142; 600; 5983; 112603; 6267; 162; 1015.82; 22.54; 26.38; -21.38
877; ABC; 11/2/2021; 9:9:41; 526742; 600; 5962; 113046; 6230; 163; 1015.82; 22.54; 26.38; -21.38
878; ABC; 11/2/2021; 9:19:42; 527343; 600; 5968; 113752; 6261; 139; 1015.67; 22.52; 26.30; -20.13
879; ABC; 11/2/2021; 9:29:42; 527943; 600; 5999; 113372; 6348; 162; 1015.67; 22.52; 26.30; -20.13
880; ABC; 11/2/2021; 9:39:42; 528543; 600; 6113; 114258; 6337; 161; 1015.62; 22.49; 26.24; -19.74
881; ABC; 11/2/2021; 9:49:43; 529144; 600; 6042; 115221; 6472; 180; 1015.72; 22.44; 26.19; -20.54
882; ABC; 11/2/2021; 9:59:43; 529744; 600; 6051; 114953; 6277; 159; 1015.72; 22.44; 26.19; -20.54
883; ABC; 11/2/2021; 10:9:43; 530344; 600; 5966; 115562; 6352; 161; 1015.96; 22.41; 26.16; -22.55
884; ABC; 11/2/2021; 10:19:44; 530945; 600; 5959; 115880; 6385; 178; 1015.96; 22.41; 26.16; -22.55
885; ABC; 11/2/2021; 10:29:44; 531545; 600; 6069; 115970; 6537; 180; 1016.10; 22.38; 26.12; -23.71
886; ABC; 11/2/2021; 10:39:44; 532145; 600; 6002; 116152; 6333; 159; 1016.10; 22.38; 26.12; -23.71
887; ABC; 11/2/2021; 10:49:45; 532746; 600; 5917; 116138; 6328; 174; 1015.74; 22.37; 26.07; -20.71
888; ABC; 11/2/2021; 10:59:45; 533346; 600; 6152; 116861; 6355; 162; 1015.81; 22.36; 26.05; -21.32
889; ABC; 11/2/2021; 11:9:45; 533946; 600; 5991; 116859; 6391; 167; 1015.81; 22.36; 26.05; -21.32
890; ABC; 11/2/2021; 11:19:45; 534546; 600; 6115; 116874; 6296; 161; 1016.14; 22.35; 26.12; -24.06
891; ABC; 11/2/2021; 11:29:45; 535146; 600; 6044; 116904; 6369; 157; 1016.14; 22.35; 26.12; -24.06
892; ABC; 11/2/2021; 11:39:46; 535747; 600; 6137; 116833; 6206; 177; 1016.46; 22.35; 26.18; -26.69
893; ABC; 11/2/2021; 11:49:46; 536347; 600; 5877; 116817; 6411; 163; 1016.56; 22.33; 26.24; -27.50
894; ABC; 11/2/2021; 11:59:46; 536947; 600; 6025; 116348; 6340; 161; 1016.56; 22.33; 26.24; -27.50
895; ABC; 11/2/2021; 12:9:46; 537547; 600; 6088; 117397; 6482; 173; 1016.68; 22.30; 26.30; -28.56
896; ABC; 11/2/2021; 12:19:47; 538148; 600; 6003; 118006; 6281; 167; 1016.68; 22.30; 26.30; -28.56
897; ABC; 11/2/2021; 12:29:48; 538748; 600; 6049; 117417; 6353; 173; 1016.49; 22.29; 26.37; -26.96
898; ABC; 11/2/2021; 12:39:47; 539348; 600; 6162; 118125; 6456; 159; 1016.57; 22.27; 26.44; -27.63
899; ABC; 11/2/2021; 12:49:47; 539948; 600; 6163; 117509; 6331; 173; 1016.57; 22.27; 26.44; -27.63
900; ABC; 11/2/2021; 12:59:48; 540549; 600; 6171; 118212; 6269; 134; 1016.61; 22.25; 26.53; -27.94
901; ABC; 11/2/2021; 13:9:48; 541149; 600; 5966; 119293; 6473; 166; 1016.61; 22.25; 26.53; -27.94
902; ABC; 11/2/2021; 13:19:49; 541749; 600; 6188; 118304; 6565; 170; 1016.56; 22.23; 26.65; -27.53
903; ABC; 11/2/2021; 13:29:48; 542349; 600; 6040; 118135; 6426; 164; 1016.78; 22.21; 26.75; -29.32
904; ABC; 11/2/2021; 13:39:49; 542949; 600; 6101; 119370; 6350; 170; 1016.78; 22.21; 26.75; -29.32
905; ABC; 11/2/2021; 13:49:48; 543549; 600; 6137; 119429; 6489; 166; 1016.97; 22.20; 26.81; -30.90
906; ABC; 11/2/2021; 13:59:49; 544149; 600; 6088; 119319; 6490; 166; 1016.97; 22.20; 26.81; -30.90
907; ABC; 11/2/2021; 14:9:49; 544750; 600; 6082; 119731; 6402; 155; 1017.17; 22.17; 26.85; -32.55
908; ABC; 11/2/2021; 14:19:50; 545350; 600; 6100; 119737; 6459; 172; 1017.18; 22.15; 26.90; -32.70
909; ABC; 11/2/2021; 14:29:50; 545950; 600; 6301; 120010; 6569; 167; 1017.18; 22.15; 26.90; -32.70
910; ABC; 11/2/2021; 14:39:49; 546550; 600; 6091; 121029; 6499; 168; 1017.03; 22.13; 26.95; -31.46
911; ABC; 11/2/2021; 14:49:50; 547150; 600; 6103; 120572; 6573; 152; 1017.03; 22.13; 26.95; -31.46
912; ABC; 11/2/2021; 14:59:49; 547750; 600; 6034; 121244; 6376; 151; 1017.04; 22.11; 27.00; -31.54
913; ABC; 11/2/2021; 15:9:50; 548350; 600; 6156; 121185; 6534; 139; 1017.04; 22.11; 27.00; -31.54
914; ABC; 11/2/2021; 15:19:49; 548950; 600; 6160; 120835; 6441; 168; 1017.16; 22.08; 27.04; -32.49
915; ABC; 11/2/2021; 15:29:50; 549550; 600; 6185; 121791; 6591; 144; 1017.06; 22.07; 27.08; -31.64
916; ABC; 11/2/2021; 15:39:49; 550150; 600; 6207; 122088; 6534; 150; 1017.06; 22.07; 27.08; -31.64
917; ABC; 11/2/2021; 15:49:50; 550750; 600; 6196; 123227; 6580; 168; 1017.01; 22.03; 27.12; -31.26
918; ABC; 11/2/2021; 15:59:50; 551350; 600; 6121; 122793; 6581; 173; 1017.01; 22.03; 27.12; -31.26
919; ABC; 11/2/2021; 16:9:50; 551951; 600; 6046; 123318; 6531; 156; 1017.09; 22.02; 27.15; -31.91
920; ABC; 11/2/2021; 16:19:51; 552551; 600; 6160; 123439; 6445; 144; 1016.94; 22.02; 27.16; -30.68
921; ABC; 11/2/2021; 16:29:50; 553151; 600; 6255; 123317; 6686; 180; 1016.94; 22.02; 27.16; -30.68
922; ABC; 11/2/2021; 16:39:51; 553751; 600; 6375; 123213; 6561; 153; 1016.95; 22.01; 27.16; -30.71
923; ABC; 11/2/2021; 16:49:51; 554351; 600; 6107; 122927; 6571; 143; 1016.95; 22.01; 27.16; -30.71
924; ABC; 11/2/2021; 16:59:51; 554952; 600; 6282; 123409; 6659; 152; 1016.91; 22.00; 27.17; -30.40
925; ABC; 11/2/2021; 17:9:52; 555552; 600; 6172; 123215; 6489; 180; 1016.96; 21.98; 27.17; -30.85
926; ABC; 11/2/2021; 17:19:52; 556152; 600; 6203; 124003; 6598; 159; 1016.96; 21.98; 27.17; -30.85
927; ABC; 11/2/2021; 17:29:52; 556752; 600; 6268; 124158; 6634; 167; 1016.90; 21.96; 27.17; -30.38
928; ABC; 11/2/2021; 17:39:52; 557352; 600; 6178; 124113; 6730; 133; 1016.90; 21.96; 27.17; -30.38
929; ABC; 11/2/2021; 17:49:52; 557952; 600; 6239; 124591; 6601; 160; 1016.95; 21.94; 27.17; -30.73
930; ABC; 11/2/2021; 17:59:52; 558552; 600; 6082; 124741; 6410; 145; 1016.92; 21.92; 27.17; -30.47
931; ABC; 11/2/2021; 18:9:51; 559152; 600; 6242; 125250; 6647; 165; 1016.92; 21.92; 27.17; -30.47
932; ABC; 11/2/2021; 18:19:52; 559752; 600; 6382; 125885; 6418; 194; 1017.04; 21.90; 27.15; -31.49
933; ABC; 11/2/2021; 18:29:52; 560352; 600; 6265; 126025; 6542; 148; 1017.04; 21.90; 27.15; -31.49
934; ABC; 11/2/2021; 18:39:52; 560952; 600; 6279; 126009; 6736; 175; 1017.22; 21.88; 27.15; -33.03
935; ABC; 11/2/2021; 18:49:52; 561552; 600; 6258; 126206; 6750; 185; 1017.22; 21.88; 27.15; -33.03
936; ABC; 11/2/2021; 18:59:53; 562153; 600; 6181; 126070; 6528; 155; 1017.38; 21.86; 27.15; -34.35
937; ABC; 11/2/2021; 19:9:53; 562753; 600; 6220; 126953; 6625; 132; 1017.48; 21.83; 27.15; -35.12
938; ABC; 11/2/2021; 19:19:53; 563353; 600; 6367; 126136; 6637; 135; 1017.48; 21.83; 27.15; -35.12
939; ABC; 11/2/2021; 19:29:53; 563953; 600; 6305; 126889; 6786; 175; 1017.49; 21.81; 27.13; -35.22
940; ABC; 11/2/2021; 19:39:53; 564553; 600; 6354; 127172; 6618; 184; 1017.49; 21.81; 27.13; -35.22
941; ABC; 11/2/2021; 19:49:53; 565153; 600; 6310; 127667; 6741; 158; 1017.42; 21.78; 27.11; -34.69
942; ABC; 11/2/2021; 19:59:54; 565754; 600; 6365; 127827; 6524; 171; 1017.28; 21.76; 27.12; -33.47
943; ABC; 11/2/2021; 20:9:55; 566354; 600; 6320; 128047; 6645; 147; 1017.28; 21.76; 27.12; -33.47
944; ABC; 11/2/2021; 20:19:54; 566954; 600; 6174; 128210; 6641; 174; 1017.29; 21.74; 27.11; -33.62
945; ABC; 11/2/2021; 20:29:54; 567554; 600; 6334; 128147; 6725; 176; 1017.29; 21.74; 27.11; -33.62
946; ABC; 11/2/2021; 20:39:55; 568154; 600; 6230; 128861; 6698; 169; 1017.26; 21.71; 27.10; -33.32
947; ABC; 11/2/2021; 20:49:55; 568755; 600; 6314; 129682; 6634; 189; 1017.17; 21.68; 27.10; -32.60
948; ABC; 11/2/2021; 20:59:55; 569355; 600; 6334; 129851; 6764; 141; 1017.17; 21.68; 27.10; -32.60
949; ABC; 11/2/2021; 21:9:56; 569956; 600; 6317; 130578; 6800; 176; 1017.04; 21.64; 27.08; -31.53
950; ABC; 11/2/2021; 21:19:57; 570556; 600; 6428; 130062; 6765; 141; 1017.04; 21.64; 27.08; -31.53
951; ABC; 11/2/2021; 21:29:56; 571156; 600; 6305; 130445; 6720; 153; 1017.09; 21.63; 27.04; -31.92
952; ABC; 11/2/2021; 21:39:56; 571756; 600; 6380; 130816; 6742; 150; 1016.99; 21.62; 26.99; -31.12
953; ABC; 11/2/2021; 21:49:57; 572357; 600; 6465; 130847; 6788; 161; 1016.99; 21.62; 26.99; -31.12
954; ABC; 11/2/2021; 21:59:58; 572957; 600; 6323; 130410; 6801; 158; 1016.90; 21.60; 26.93; -30.31
955; ABC; 11/2/2021; 22:9:57; 573557; 600; 6380; 131119; 6852; 161; 1016.90; 21.60; 26.93; -30.31
956; ABC; 11/2/2021; 22:19:57; 574157; 600; 6339; 131126; 6800; 173; 1016.89; 21.60; 26.90; -30.30
957; ABC; 11/2/2021; 22:29:58; 574758; 600; 6429; 131389; 6808; 150; 1016.93; 21.58; 26.88; -30.53
958; ABC; 11/2/2021; 22:39:59; 575358; 600; 6403; 132067; 6782; 155; 1016.93; 21.58; 26.88; -30.53
959; ABC; 11/2/2021; 22:49:58; 575958; 600; 6345; 131637; 6841; 152; 1016.77; 21.56; 26.86; -29.19
960; ABC; 11/2/2021; 22:59:58; 576558; 600; 6433; 131878; 6628; 165; 1016.77; 21.56; 26.86; -29.19
961; ABC; 11/2/2021; 23:9:59; 577158; 600; 6467; 132387; 6718; 169; 1016.87; 21.54; 26.84; -30.06
962; ABC; 11/2/2021; 23:20:0; 577759; 600; 6389; 131848; 6667; 154; 1016.87; 21.54; 26.84; -30.06
963; ABC; 11/2/2021; 23:30:0; 578359; 600; 6305; 132212; 6900; 149; 1016.94; 21.53; 26.83; -30.67
964; ABC; 11/2/2021; 23:39:59; 578959; 600; 6424; 132929; 6868; 163; 1017.25; 21.51; 26.83; -33.27
965; ABC; 11/2/2021; 23:50:0; 579559; 600; 6677; 132759; 6684; 173; 1017.25; 21.51; 26.83; -33.27
966; ABC; 12/2/2021; 0:0:0; 580159; 600; 6422; 132608; 6855; 166; 1017.50; 21.49; 26.82; -35.31
967; ABC; 12/2/2021; 0:9:59; 580759; 600; 6437; 133751; 6765; 158; 1017.50; 21.49; 26.82; -35.31
968; ABC; 12/2/2021; 0:20:0; 581359; 600; 6474; 133693; 6805; 172; 1017.66; 21.47; 26.81; -36.69
969; ABC; 12/2/2021; 0:30:1; 581960; 600; 6418; 133633; 6956; 157; 1017.82; 21.45; 26.78; -37.99
970; ABC; 12/2/2021; 0:40:1; 582560; 600; 6436; 133776; 6731; 163; 1017.82; 21.45; 26.78; -37.99
971; ABC; 12/2/2021; 0:50:0; 583160; 600; 6410; 133394; 6744; 165; 1017.81; 21.45; 26.72; -37.92
972; ABC; 12/2/2021; 1:0:1; 583760; 600; 6416; 133488; 6900; 166; 1017.81; 21.45; 26.72; -37.92
973; ABC; 12/2/2021; 1:10:2; 584361; 600; 6367; 133277; 6915; 172; 1017.88; 21.46; 26.67; -38.48
974; ABC; 12/2/2021; 1:20:2; 584961; 600; 6383; 133731; 6781; 149; 1017.97; 21.46; 26.63; -39.20
975; ABC; 12/2/2021; 1:30:1; 585561; 600; 6561; 133758; 6631; 155; 1017.97; 21.46; 26.63; -39.20
976; ABC; 12/2/2021; 1:40:2; 586161; 600; 6270; 132671; 6734; 162; 1017.92; 21.48; 26.59; -38.78
977; ABC; 12/2/2021; 1:50:3; 586762; 600; 6331; 132943; 6821; 138; 1017.92; 21.48; 26.59; -38.78
978; ABC; 12/2/2021; 2:0:3; 587362; 600; 6381; 132703; 6751; 150; 1018.00; 21.49; 26.57; -39.50
979; ABC; 12/2/2021; 2:10:3; 587962; 600; 6382; 132570; 6762; 177; 1018.13; 21.51; 26.58; -40.56
980; ABC; 12/2/2021; 2:20:3; 588562; 600; 6288; 132264; 6818; 151; 1018.13; 21.51; 26.58; -40.56
981; ABC; 12/2/2021; 2:30:3; 589162; 600; 6456; 131683; 6870; 176; 1018.14; 21.52; 26.58; -40.67
982; ABC; 12/2/2021; 2:40:3; 589762; 600; 6465; 131526; 6782; 175; 1018.14; 21.52; 26.58; -40.67
983; ABC; 12/2/2021; 2:50:3; 590362; 600; 6410; 130971; 6665; 154; 1018.02; 21.52; 26.57; -39.67
984; ABC; 12/2/2021; 3:0:4; 590963; 600; 6465; 132659; 6796; 152; 1018.02; 21.52; 26.57; -39.67
985; ABC; 12/2/2021; 3:10:4; 591563; 600; 6425; 131249; 6633; 157; 1017.87; 21.54; 26.55; -38.36
986; ABC; 12/2/2021; 3:20:4; 592163; 600; 6440; 130741; 6661; 152; 1017.86; 21.58; 26.54; -38.34
987; ABC; 12/2/2021; 3:30:4; 592763; 600; 6332; 130250; 6668; 141; 1017.86; 21.58; 26.54; -38.34
988; ABC; 12/2/2021; 3:40:4; 593363; 600; 6359; 129587; 6724; 152; 1017.79; 21.60; 26.52; -37.71
989; ABC; 12/2/2021; 3:50:4; 593963; 600; 6414; 130242; 6674; 172; 1017.79; 21.60; 26.52; -37.71
990; ABC; 12/2/2021; 4:0:5; 594563; 600; 6356; 129849; 6667; 146; 1017.69; 21.62; 26.52; -36.90
991; ABC; 12/2/2021; 4:10:5; 595164; 600; 6251; 129219; 6872; 173; 1017.57; 21.63; 26.54; -35.92
992; ABC; 12/2/2021; 4:20:5; 595764; 600; 6387; 128776; 6679; 145; 1017.57; 21.63; 26.54; -35.92
993; ABC; 12/2/2021; 4:30:6; 596365; 600; 6419; 128789; 6612; 175; 1017.50; 21.63; 26.56; -35.29
994; ABC; 12/2/2021; 4:40:7; 596965; 600; 6413; 128388; 6450; 174; 1017.50; 21.63; 26.56; -35.29
995; ABC; 12/2/2021; 4:50:6; 597565; 600; 6344; 128281; 6514; 163; 1017.43; 21.64; 26.56; -34.72
996; ABC; 12/2/2021; 5:0:6; 598165; 600; 6234; 128350; 6626; 176; 1017.25; 21.65; 26.53; -33.25
997; ABC; 12/2/2021; 5:10:7; 598765; 600; 6346; 128266; 6697; 161; 1017.25; 21.65; 26.53; -33.25
998; ABC; 12/2/2021; 5:20:8; 599366; 600; 6436; 128592; 6808; 178; 1016.92; 21.65; 26.48; -30.34
999; ABC; 12/2/2021; 5:30:7; 599966; 600; 6233; 127777; 6718; 176; 1016.92; 21.65; 26.48; -30.34
1000; ABC; 12/2/2021; 5:40:7; 600566; 600; 6314; 127571; 6636; 172; 1016.73; 21.65; 26.41; -28.93
1001; ABC; 12/2/2021; 5:50:8; 601166; 600; 6465; 128389; 6607; 168; 1016.56; 21.65; 26.33; -27.54
1002; ABC; 12/2/2021; 6:0:7; 601766; 600; 6321; 127673; 6557; 165; 1016.56; 21.65; 26.33; -27.54
1003; ABC; 12/2/2021; 6:10:7; 602366; 600; 6338; 127657; 6682; 146; 1016.48; 21.64; 26.24; -26.88
1004; ABC; 12/2/2021; 6:20:8; 602966; 600; 6252; 128009; 6794; 164; 1016.48; 21.64; 26.24; -26.88
1005; ABC; 12/2/2021; 6:30:8; 603566; 600; 6333; 127769; 6529; 145; 1016.32; 21.63; 26.12; -25.50
1006; ABC; 12/2/2021; 6:40:7; 604166; 600; 6302; 127508; 6573; 165; 1016.18; 21.63; 25.92; -24.38
1007; ABC; 12/2/2021; 6:50:8; 604767; 600; 6461; 128160; 6618; 190; 1016.18; 21.63; 25.92; -24.38
1008; ABC; 12/2/2021; 7:0:9; 605367; 600; 6404; 127395; 6741; 170; 1016.14; 21.62; 25.83; -24.01
1009; ABC; 12/2/2021; 7:10:9; 605967; 600; 6196; 127808; 6677; 146; 1016.14; 21.62; 25.83; -24.01
1010; ABC; 12/2/2021; 7:20:8; 606567; 600; 6361; 127248; 6549; 178; 1016.22; 21.62; 25.70; -24.72
1011; ABC; 12/2/2021; 7:30:9; 607167; 600; 6251; 128521; 6587; 162; 1016.22; 21.62; 25.70; -24.72
1012; ABC; 12/2/2021; 7:40:10; 607768; 600; 6505; 128758; 6619; 184; 1016.29; 21.62; 25.58; -25.30
1013; ABC; 12/2/2021; 7:50:9; 608368; 600; 6272; 128052; 6595; 162; 1016.31; 21.59; 25.51; -25.43
